Date,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CS,CS,CS,CS,EG,EG,EG,EG,EG,EG,EG,EG,EG,EG,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,,IT,IT,IT,IT,IT,IT,IT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,TC,TC,TC,TC,TC,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT
4/4/03,8.411567,8.471283,16.87524,5.788934,11.179659,22.084764,17.757864,12.870492,9.708195,5.435954,21.686131,23.796265,6.635303,36.1661,22.758606,20.961227,27.092461,13.971253,26.623575,12.506092,19.761091,19.567717,8.536802,12.864318,10.267987,5.059929,13.566756,7.352397,19.635769,9.028553,17.141214,286.904999,17.358988,18.956718,26.483231,18.040506,28.139524,12.25408,11.591878,10.595273,14.99531,15.695841,11.759473,35.856575,12.345303,11.052927,52.213718,6.041319,28.245871,26.683947,12.661188,34.058765,15.476069,8.85169,38.887802,36.645432,36.425175,31.1542,19.168135,28.75951,63.040001,17.563902,0.694105,20.966543,25.114651,8.72,12.085869,13.171647,8.271563,18.833616,38.008625,28.052532,6.328052,14.732596,1.911162,23.690556,21.325949,3.636638,23.556387,21.769926,21.64633,15.994833,25.068769,13.530818,41.135674,9.771508,10.227913,16.114511,12.724406,3.422415,4.050298,27.792446,14.551776,18.110748,4.007831,17.236347,14.627314,8.380184,6.985863
7/4/03,8.321484,8.600288,16.509295,5.795938,11.266998,22.073,17.860748,12.876215,10.542234,5.427507,21.694,24.44232,6.682423,36.692116,22.687141,20.927691,27.168558,13.904565,26.074278,12.299239,19.596771,19.779894,8.653228,12.810349,10.124435,4.998764,13.320757,7.23851,19.533596,9.067571,17.474884,286.827942,16.92104,18.946314,26.273579,18.058044,27.135038,12.014692,11.720673,10.551716,15.073584,15.612494,11.817059,35.697933,12.342232,11.185515,51.447422,6.08343,27.881945,26.75456,12.63868,34.198399,15.418286,8.879945,38.544918,35.783897,36.417305,30.952686,18.616072,28.162622,61.119999,17.747974,0.697959,21.455135,25.203289,9,12.281778,13.405465,7.979314,19.108408,41.024281,28.01309,6.299398,14.917174,1.940678,23.708115,21.680532,3.737221,23.638672,21.920416,21.324768,16.22368,25.259953,13.545318,42.105869,9.830475,10.232586,15.889952,12.904008,3.262099,4.034185,27.621347,14.474,18.178705,4.026853,17.037111,14.539809,8.330987,6.953269
8/4/03,8.34682,8.419683,16.781313,5.736402,11.173832,21.959318,17.745518,13.156633,10.568921,5.475006,21.473923,24.388479,6.609125,36.748981,22.730026,21.081961,27.367586,13.954577,25.655764,12.185112,19.53591,19.646297,8.653228,12.54051,9.980882,4.929161,13.160862,7.161853,19.581686,9.051967,17.505917,289.833344,16.910089,18.842278,26.233011,17.689688,27.341444,12.014692,11.699208,10.505261,15.020024,15.819193,11.704287,35.839851,12.268492,11.178658,51.658817,6.144978,27.895433,26.629025,12.700574,33.837692,15.212838,8.729276,38.659195,35.777916,36.787056,30.887304,18.680269,28.951216,60.68,17.602652,0.696032,19.666016,24.582802,8.87,12.206428,12.774158,7.598504,18.537687,40.910492,27.434546,6.297194,14.813137,1.928029,23.292595,21.612986,3.688047,23.533937,21.769926,21.28245,15.897742,25.180298,13.608137,41.989445,9.872594,10.186584,15.656112,12.882242,3.192395,4.061043,26.942642,14.422158,18.212664,4.014172,16.986025,14.503785,8.308029,6.974998
9/4/03,8.186357,8.256276,15.81042,5.638344,10.940923,22.127874,17.543854,12.761764,10.342067,5.465505,21.018023,23.680899,6.523609,36.350925,22.726454,20.887447,27.069017,13.894559,25.926062,12.101904,19.53591,19.740599,8.669866,12.438252,10.072598,4.914397,13.197762,7.205657,19.254204,8.927105,17.288645,285.440887,16.745867,18.779839,25.604069,17.154709,26.866707,11.749425,11.716379,10.490742,15.0777,15.462471,11.50514,35.464191,12.354519,11.032351,50.733971,6.187088,27.855009,26.37796,12.458608,32.900967,14.981708,8.691606,38.497841,35.454834,36.653324,30.309996,18.288687,29.086277,60.240002,17.544529,0.683508,19.673201,23.489582,8.52,12.168756,12.65725,7.616215,18.516556,40.588055,26.948053,6.226663,14.477542,1.854239,22.847799,21.24996,3.634403,23.376844,21.349833,21.891735,15.599554,24.909449,13.390685,40.825237,9.687271,9.973178,15.347351,13.001971,3.324831,4.071787,26.737333,14.410635,18.070595,3.897909,16.858316,14.41114,8.350665,6.991294
10/4/03,8.372155,8.445483,15.132469,5.785431,10.97004,22.359156,17.963648,12.750318,10.542234,5.559449,21.403168,24.496153,6.631814,36.777412,22.687141,21.048428,27.13929,13.817867,26.418674,12.125678,19.499397,20.432146,8.919355,12.503584,10.399579,4.876431,13.449908,7.337068,19.527102,8.942715,17.599033,284.747284,16.450251,18.805847,26.239769,17.400278,27.368959,12.034102,11.763608,10.580753,15.118894,15.639171,11.555526,36.090321,12.323798,10.915765,51.042255,6.238916,28.439053,26.597637,12.520505,32.697338,15.087646,8.559775,38.464233,35.700134,37.054558,30.34267,18.282267,29.234407,60.400002,17.796412,0.692178,19.809711,23.637318,8.55,12.168756,12.883276,7.731342,18.410862,40.303558,27.112413,6.250908,14.521173,1.765691,23.035086,20.84049,3.65899,23.631187,21.22443,21.790178,15.915086,25.036901,13.443838,41.174488,9.611459,9.982657,15.551682,13.061838,3.269068,4.077159,26.657469,14.60938,18.305319,3.931733,16.863413,14.442029,8.353951,6.985863
11/4/03,8.06531,8.342278,14.973448,5.746908,11.004975,22.21804,18.066521,12.756042,10.528888,5.551005,21.230255,23.750113,6.637048,36.926666,22.60141,21.189289,27.232952,13.814534,26.514595,12.142321,19.341167,20.196394,8.98173,12.441095,10.491288,4.859558,13.351509,7.302023,19.49678,8.862082,17.529196,287.829773,16.302443,18.743431,26.645536,17.303804,27.527205,12.040568,11.755017,10.580753,15.081815,15.4158,11.591515,36.140419,12.093488,10.991201,50.98061,6.394402,27.985289,25.899359,12.492373,32.836983,15.081223,8.625693,38.578537,34.916363,36.897217,30.184715,17.248753,29.047062,61.400002,17.747974,0.635821,19.342669,23.637318,8.37,12.176287,12.649463,7.881896,18.305176,40.360474,26.862581,6.304909,14.558088,1.748824,23.105318,20.815165,3.661225,23.646152,21.155462,21.950972,15.817991,24.989113,13.327858,41.174488,9.788357,9.821422,15.429081,13.061838,3.28301,4.028813,26.537706,14.396232,18.289881,3.925391,16.817436,14.380265,8.294909,6.953269
14/04/03,8.329929,8.591687,14.780944,5.893994,11.313582,22.594343,18.28875,12.876215,10.475513,5.62067,21.717579,24.157745,6.790629,38.227467,23.019419,21.370394,27.578339,14.141306,26.261734,12.197006,19.45071,19.960638,9.00252,12.546192,10.471351,4.893305,13.468357,7.358968,19.611998,9.09618,17.92494,296.152618,16.751337,19.055555,27.342104,17.724768,27.761127,12.21526,11.909579,10.662054,15.279557,15.602489,11.747477,37.042038,12.408812,11.29296,52.03756,6.478628,28.084131,25.85228,12.689319,33.552601,15.248152,9.011774,38.847466,35.598412,37.447914,30.865545,17.332207,29.208273,63.799999,18.183924,0.654126,20.075575,23.578228,8.54,12.545492,13.202821,8.103299,18.960443,41.820873,27.414829,6.332459,14.833275,1.80364,23.585215,21.211969,3.795336,24.042622,21.274593,21.942507,15.908144,25.371479,13.666132,42.299904,9.956831,10.049056,15.765086,13.295867,3.415445,4.08253,26.549112,14.612265,18.194136,4.003604,16.776575,14.663338,8.353951,7.029318
15/04/03,8.467868,8.669092,13.960711,5.953531,11.488262,22.856981,18.706694,12.90483,10.575597,5.675558,21.75688,24.719198,6.900576,38.575771,23.12303,21.008179,27.753965,14.181315,26.087357,12.175606,19.484184,19.607008,8.644915,12.688215,10.2959,4.956581,13.320757,7.293266,19.739349,9.241845,18.723,302.471771,17.07979,19.190815,28.058968,18.32992,28.373449,12.370541,12.016913,10.670766,15.345466,15.819193,11.826658,37.601383,12.229514,11.363828,52.980015,6.511019,27.810074,25.577675,12.683692,33.936588,15.540273,9.030611,37.637257,35.341164,37.699673,31.007153,17.511946,28.972992,61.200001,18.571434,0.644974,20.341419,23.460037,8.68,12.846888,13.421057,8.20957,19.00272,42.845043,27.927622,6.340176,14.682252,1.785719,23.883682,21.549671,3.802043,24.199713,21.356104,22.323299,16.07111,25.578594,13.893253,42.41634,9.442985,10.077506,15.683354,13.448255,3.812751,4.08253,27.176489,14.808132,18.472097,4.079702,16.980919,14.797155,8.314589,7.056481
16/04/03,8.377788,8.703491,14.14485,5.816948,11.383451,22.872665,18.406101,12.933448,10.50887,5.525672,21.654696,24.3731,6.787137,36.997765,22.465637,20.706343,27.543209,13.304364,25.777836,12.070988,19.322905,19.528418,8.42869,12.620045,10.16032,4.876431,13.38226,7.24508,19.411873,9.083179,18.910778,294.84256,16.800598,19.04516,27.091883,18.303616,28.235844,12.27996,12.15,10.519779,15.592649,15.582491,11.788266,37.167274,11.957471,10.751169,52.442726,6.203284,27.014854,25.028452,12.464229,33.116245,15.049124,8.691606,36.568268,34.844585,36.700527,30.560526,16.882847,27.644165,57.599998,18.542372,0.637748,21.742544,23.135021,8.74,13.133207,14.808361,8.271563,18.939308,42.427792,27.36223,6.183682,14.490964,1.793098,23.555948,21.148645,3.739456,23.855602,20.96736,22.72102,15.772917,25.036901,13.927083,41.174488,9.409288,9.622241,15.133944,13.508116,3.854573,3.975094,27.233517,14.713078,18.481365,4.043765,16.914505,14.699369,8.317864,7.051049
17/04/03,8.577661,8.729291,14.262023,5.995556,11.558135,22.943218,18.797289,11.977743,10.675681,5.520394,21.733299,24.842247,6.801098,38.156387,22.883656,21.048428,27.794928,13.47109,26.480894,12.185112,19.490263,20.502876,8.711448,12.847277,10.267987,4.895413,13.61596,7.321737,19.527102,9.197626,19.32546,300.853455,17.260448,19.185617,27.267731,18.426399,28.703686,12.312307,12.218699,10.566236,15.872782,15.83586,11.973018,37.78503,12.25424,11.016351,52.962406,6.274548,27.495583,25.146147,12.678064,32.994083,15.296301,9.284859,36.9851,34.928345,37.02309,30.440716,16.831493,28.90764,58.959999,18.726431,0.631968,22.504179,23.341846,8.99,13.253766,15.120112,8.41326,19.023853,43.072655,27.829002,6.173761,14.63527,1.762528,23.778343,21.439915,3.810982,24.065062,21.211895,22.797184,15.977501,25.363516,14.16387,42.299904,9.308207,9.769252,15.270159,13.698604,3.938217,4.077159,27.381804,14.799491,18.450481,4.039539,17.057541,14.792006,8.304747,7.067348
21/04/03,8.586105,8.806696,14.036038,5.911506,11.47661,22.821701,18.760221,12.13798,10.682351,5.473953,22.039845,24.965311,6.727801,38.90274,22.683573,20.827074,27.660288,13.374386,26.865192,12.142321,19.681976,20.78578,8.632441,12.892723,10.307864,4.878539,13.597505,7.39182,19.430075,9.1404,19.458464,298.233246,17.342564,19.133589,27.294767,18.101896,28.848173,12.312307,12.343201,10.598174,16.058159,15.652498,12.025808,39.655109,12.040936,10.85404,52.918365,6.352292,27.630365,25.232452,12.829999,32.435547,15.106903,9.04944,37.220409,35.580482,37.133224,31.023483,16.805817,28.776939,55.240002,18.716747,0.632931,22.63352,23.253216,9.16,13.412002,15.096738,8.554956,19.76367,43.148518,27.697517,6.094415,14.621846,1.718254,23.684704,21.355492,3.848979,23.997738,21.218164,23.304909,15.956695,25.204197,14.0189,41.368542,9.493526,9.498941,15.061288,13.638736,3.97307,4.061043,27.376097,14.787968,18.348568,4.041652,17.062654,14.673637,8.28835,7.056481
22/04/03,8.937995,9.262509,14.638659,6.044585,11.837627,23.498123,18.817873,12.389786,10.709042,5.610114,22.29137,25.388329,6.977365,39.130199,22.958681,21.531372,29.211607,13.474416,27.070438,12.303994,19.828039,21.257298,8.740555,13.031905,10.415527,4.897523,13.606734,7.444386,19.884892,9.345891,20.287817,307.789185,18.579748,19.768251,28.383581,18.680731,29.969627,12.596989,12.557867,10.949512,16.292976,15.945891,12.476894,40.807209,12.272788,11.142082,53.675846,6.54665,27.989784,25.969967,13.387088,33.535145,15.66868,9.492025,37.711227,36.669369,37.754753,32.074665,16.959881,29.234407,56.759998,19.22051,0.650754,23.517311,23.873695,9.53,13.856557,15.517603,8.634663,19.362055,43.015755,28.243187,6.205725,14.994356,1.728795,24.000734,21.950684,3.911564,24.858004,22.064636,23.474163,16.417847,25.482994,13.869094,42.571548,8.996528,9.475226,15.433618,13.567983,4.028831,4.179223,27.41032,14.759168,18.305319,4.130433,17.282326,14.82804,8.281784,7.094508
23/04/03,9.042153,9.761327,14.554964,6.023574,11.831802,23.601526,18.595524,12.441286,10.575597,5.673446,22.10273,25.557531,6.947699,38.326988,22.915813,21.289898,29.129658,13.337711,26.769114,12.265954,19.742832,21.13942,8.79877,12.833075,10.583007,4.838464,13.376108,7.404963,19.812122,9.299071,20.264343,310.486237,18.924633,19.757845,28.539131,18.636887,30.072824,12.816966,12.605093,11.007586,16.280613,16.059225,12.642451,40.782158,12.33462,11.064356,56.19492,6.938609,28.232386,26.495646,13.955434,30.352673,15.819555,9.699194,38.188587,37.393303,37.731133,31.666178,17.030491,29.251839,57,19.346449,0.654126,23.926867,24.760094,9.55,14.04493,15.346136,8.360125,21.031925,43.072655,28.40097,6.192498,14.930593,1.728795,24.492332,21.954916,3.945092,24.768232,22.396948,23.397995,16.591211,25.658247,14.308842,42.687988,9.434558,10.338339,16.359905,13.573434,4.279763,4.216824,27.41032,14.661231,18.237379,4.153685,17.205696,14.740546,8.327706,7.192286
24/04/03,9.00274,9.529119,14.362458,5.953531,11.831802,23.248245,18.447277,12.447013,10.622304,5.600616,21.945518,25.219114,6.877888,37.857841,23.062294,21.484417,29.041851,13.307697,26.651213,12.085253,19.499397,21.257298,8.881936,12.798988,10.435463,4.819483,13.314609,7.459716,19.733284,9.16901,20.170454,301.701202,18.399101,19.404106,28.255093,18.514103,29.852659,12.642277,12.557867,10.798524,15.922214,15.862537,12.409713,40.481609,12.340802,11.185515,56.362274,7.035788,27.970896,26.205349,13.89354,31.004305,16.008947,9.981695,38.659195,38.320652,38.037968,31.753323,17.075432,29.256197,57.599998,17.437962,0.647382,23.704121,24.05097,9.36,14.165485,15.081146,8.183004,20.313248,41.745014,28.144585,6.265236,15.031275,1.815235,24.492332,21.845161,4.01662,24.992662,22.196304,22.712559,16.459454,25.562664,14.04306,41.484951,9.215543,10.679788,16.482512,13.959841,4.405227,4.351119,27.604239,14.779323,18.623434,4.170596,17.394705,14.817743,8.412983,7.241177
25/04/03,8.932364,9.460317,14.128111,5.897498,11.773577,22.86479,18.290808,12.23527,10.548903,5.511948,21.41889,24.880718,6.72431,37.125698,23.03013,21.417343,28.795969,13.144308,25.642458,11.985394,19.292473,20.887953,8.815402,12.736499,10.287923,4.781519,13.14549,7.380868,19.587738,9.051967,19.888792,296.306732,17.900934,19.159601,28.113077,19.654243,29.446741,12.532288,12.527813,10.714321,15.806864,15.809198,12.160172,40.089214,12.207869,11.068929,55.490284,6.987197,28.146725,27.743134,13.477128,31.225389,15.68152,9.887529,37.791901,37.859962,37.825542,30.909107,17.242332,28.929434,58.240002,17.021389,0.643047,22.504179,23.341846,8.69,14.090139,14.332936,8.191857,20.017319,41.574303,27.125561,6.171561,14.907099,1.786774,24.065102,21.431477,3.922742,24.700911,22.227657,22.661795,16.012171,24.917416,13.859426,40.786427,9.266085,10.49009,16.373535,13.693162,4.217029,4.372606,27.421743,14.805246,18.453566,4.153685,17.175041,14.838326,8.380184,7.322659
28/04/03,8.921104,9.718325,14.044413,5.999059,11.983197,23.050053,18.480219,12.286775,11.296203,5.696666,21.898365,25.472925,6.862181,37.921822,23.31595,21.920408,29.246735,13.447748,25.598782,12.133983,19.41419,20.322138,8.861139,12.827397,10.10051,4.840577,13.053236,7.293266,19.884892,9.215831,20.405176,302.54895,18.338881,19.320866,28.674391,20.522501,29.983389,12.778148,12.521243,10.952417,15.75743,15.979226,11.997011,40.807209,12.418084,11.139792,55.393394,7.233385,28.529955,27.711758,13.707842,31.330111,16.159824,9.605027,38.329765,38.314674,38.218895,31.1542,17.942041,29.169052,57.32,17.302334,0.667612,23.53886,23.666861,8.69,14.090139,14.655226,8.191857,20.566904,42.617458,27.750126,6.283971,15.2192,1.827885,24.422108,21.735405,4.056851,24.513897,22.415762,22.467154,16.521866,25.475039,14.255684,41.562557,9.485105,10.931132,16.841217,13.758471,4.50978,4.367234,27.073816,14.868619,18.814915,4.203032,17.471342,14.977295,8.390023,7.322659
29/04/03,8.85354,9.85593,14.513115,6.05159,12.041425,23.067284,18.406101,12.36117,11.529736,5.728332,21.8512,25.649815,7.010525,37.985798,23.41243,22.168591,29.404787,13.614469,24.873888,11.994982,19.231615,19.740599,8.728077,12.733659,9.94101,4.758317,12.567394,7.135572,19.87883,9.195028,20.62425,301.315857,18.169182,19.13879,29.147779,20.355862,30.327394,12.713447,12.530002,10.929188,15.86042,16.045895,12.001814,40.748772,12.557199,11.148938,54.697571,7.178319,28.73283,27.892212,14.186153,31.97591,16.172678,10.085278,38.249081,38.58989,38.195313,31.241346,17.858589,28.938139,58.720001,17.631712,0.677246,24.300499,23.725962,8.66,13.93944,14.873727,8.236138,20.778275,43.072655,28.006519,6.22556,15.262836,1.844751,24.796659,21.672083,3.983092,24.087502,22.547436,22.289444,16.660561,26.367218,14.183202,42.261089,9.678848,10.931132,16.768568,14.291831,4.50978,4.281285,26.931236,15.001119,18.836542,4.104339,17.370464,14.833182,8.380184,7.333527
30/04/03,8.980222,9.804328,14.278762,6.069099,12.023951,23.368876,18.072571,12.441286,11.409634,5.650224,21.914082,25.719036,6.865672,38.021336,23.312382,21.960665,29.135506,13.47109,25.000519,12.054901,19.112938,19.960638,8.902722,12.824555,10.260015,4.802609,12.80724,7.271361,19.769674,9.072773,20.69467,302.471771,18.108959,19.175203,29.425064,20.338316,30.13475,12.538754,12.473047,11.062753,15.65444,16.089235,11.994556,41.107731,12.560286,11.384399,53.992939,7.450419,28.575037,27.774529,14.371848,32.162086,16.789011,10.405445,37.892761,38.183067,37.558056,31.687969,18.147457,29.195194,59.360001,17.602652,0.684953,23.797533,23.371399,8.5,13.93944,14.428916,8.262709,20.84169,43.779079,28.315506,6.18919,15.323243,1.897458,24.890301,21.566549,4.050146,23.773323,22.415762,22.86488,16.820055,27.85685,14.231524,42.41634,9.695696,11.078144,16.972895,14.35714,4.342494,4.243683,26.583342,15.277637,18.799469,4.054993,17.184244,14.972146,8.63602,7.344392
1/5/03,8.966146,9.976333,14.278762,5.91851,11.825983,22.835793,17.916094,12.246717,11.449668,5.563669,21.662558,25.30372,6.710347,37.459797,23.33025,22.061277,29.129658,13.484426,25.131521,12.062087,19.17075,20.054943,8.83619,12.827397,10.267987,4.813156,13.203904,7.291075,19.921284,8.989533,20.499065,302.084412,18.355305,19.367693,29.654989,20.189232,29.94899,12.577579,12.433618,11.036621,15.78447,16.129242,11.759939,40.932415,12.742675,11.558138,55.076309,7.486053,28.602093,27.57839,14.371848,32.063179,17.222385,10.433697,37.865856,38.362537,37.353508,31.862251,18.26943,28.833582,58.84,17.728594,0.691697,23.826277,23.460037,8.52,14.165485,14.475741,8.298132,21.15876,43.511776,28.105127,6.216746,15.350086,1.942787,24.574268,21.325949,4.13732,23.788282,22.139875,23.355694,16.79232,27.737364,14.690606,42.687988,9.838899,11.044948,16.981976,14.00338,4.223998,4.216824,26.435045,15.268988,18.564753,4.089322,16.930777,14.848199,8.59994,7.393278
2/5/03,8.583292,10.285945,14.421046,6.048087,12.01813,23.171934,18.179623,12.36117,11.736574,5.661835,21.78046,25.626751,6.740015,38.170597,23.448154,22.161888,29.510162,13.671156,25.419752,12.342485,19.885855,20.416437,9.12727,12.986456,10.547119,4.891196,13.59443,7.288885,20.370039,9.179421,21.078045,307.506531,18.941055,19.638206,29.884939,20.43479,30.740196,12.758738,12.473047,11.248584,16.023567,16.335943,11.892968,41.692123,13.079641,11.704439,55.728096,7.592948,28.367645,27.954987,14.546296,32.790447,16.301075,10.565529,38.080997,38.434341,37.959286,32.29253,18.590395,29.00349,62.360001,18.164541,0.696032,23.890944,23.785046,8.71,14.301105,15.053213,8.466397,21.137621,44.065472,28.335222,6.211235,15.487677,1.98706,25.165359,21.338604,4.327311,24.147354,22.628946,23.381075,16.965693,28.07192,15.140019,42.571548,10.083186,11.386401,17.327066,13.785681,4.314612,4.404835,26.919838,15.516706,18.663582,4.085029,16.672131,14.910694,8.658977,7.588843
5/5/03,8.310223,10.002133,14.647031,6.069099,11.814334,23.391718,18.138453,12.555744,11.669852,5.567894,21.458189,25.895933,6.553277,37.680134,23.401711,22.161888,29.615534,13.514435,25.681763,12.354477,20.442719,20.99011,9.214588,12.926806,10.515216,4.893305,13.437609,7.227558,20.151724,9.072773,21.046745,306.189697,18.481213,19.596582,29.709097,20.276936,30.767714,12.668159,12.503716,11.251489,16.241688,16.01923,11.830085,41.2747,12.835421,11.818744,55.234863,7.524925,28.223373,28.245289,14.506906,32.493717,16.528997,11.045779,37.959976,38.260822,37.628868,32.112797,18.468424,29.151636,62.400002,18.077354,0.775028,24.257385,24.021421,9,14.059994,15.209279,8.732079,21.475824,44.256393,28.335222,6.270747,15.380297,2.002873,25.048321,21.161308,4.311662,23.937895,22.509809,23.719564,16.879004,27.737364,15.053033,41.407352,9.864168,11.158767,16.886625,14.036036,4.223998,4.345746,27.153671,15.663615,18.648144,4.097903,16.91526,14.988814,8.62618,7.507358
6/5/03,8.445351,10.105335,14.764208,6.195174,12.006484,23.124527,18.319632,12.88194,11.930071,5.72411,21.843342,26.403551,6.652754,38.170597,23.626785,22.114931,29.346252,13.67782,24.991789,12.366463,20.442719,21.414467,9.422499,12.966573,10.44743,4.939707,13.366883,7.170614,20.21237,9.156007,21.312769,309.442963,18.459309,19.653809,29.891689,20.662817,30.994776,12.784616,12.661436,11.376347,16.359138,16.132574,11.822824,41.20792,13.107465,11.853032,53.702263,7.430983,28.209841,28.386501,14.501278,32.621704,17.138918,11.017529,38.00032,38.284767,37.526573,32.08012,18.770132,29.042706,63.119999,17.999851,0.842945,24.559174,24.080517,9.08,14.399066,15.763344,8.714366,21.983128,44.351849,28.394407,6.300501,15.491043,2.03028,25.200472,21.157089,4.280369,23.661114,22.917374,24.074976,16.910212,28.263098,15.144853,45.210445,9.906288,11.263095,17.15906,14.014269,4.23794,4.308146,27.547201,15.675131,18.549311,4.177287,17.148027,14.879441,8.708176,7.469332
7/5/03,8.563582,10.01934,14.730725,6.167159,12.157874,24.046753,18.414335,12.767491,11.603131,5.712499,21.654696,26.280491,6.584692,37.864952,23.758986,22.336285,29.60969,14.428069,25.459038,12.438354,20.281437,22.247469,9.713574,12.997817,10.961824,5.030401,13.437609,7.231938,20.06076,9.119588,21.007633,309.985138,17.983059,19.476929,29.844351,20.136597,30.88467,12.726388,12.643913,11.36473,16.468197,16.01852,11.83734,40.990856,13.200204,11.889609,52.451538,7.427746,28.223373,28.637577,14.546296,33.162788,17.026569,11.064613,38.329765,38.506138,37.054558,31.889482,18.789391,28.524244,63,17.912666,0.85017,24.128057,23.696407,9.1,14.323715,15.061012,8.57267,21.729464,44.027279,28.052532,6.194703,15.457481,2.021847,24.960533,20.996679,4.365308,23.803244,22.572506,23.854961,16.681364,28.151594,15.101361,44.279076,9.847322,10.940619,17.068253,14.06944,4.189147,4.351119,27.661266,15.807629,18.493723,4.140812,17.354948,14.926319,8.658977,7.415009
8/5/03,8.507281,9.795729,14.496371,5.638344,12.181167,24.309631,18.364933,12.86477,11.50972,5.633335,21.426758,26.749638,6.595163,37.616158,23.705385,22.047863,29.270145,14.298019,25.262541,12.311332,20.491404,22.38892,9.775947,12.918287,11.141268,4.983999,13.465284,7.220974,19.745417,8.960923,20.186098,303.71109,17.660067,19.185617,29.431818,20.233076,30.650753,12.603462,12.683343,11.17309,16.66535,15.793756,11.888131,40.506645,13.246574,11.944476,53.261875,7.288455,27.813097,28.637577,14.405613,33.104614,16.686289,10.848032,37.946533,38.236897,36.543201,31.698853,17.627491,28.271544,63.360001,17.835159,0.867029,23.653822,23.666861,9.1,14.075068,14.725457,8.3247,21.306719,43.416325,27.822432,6.083395,15.353441,1.997602,24.691315,20.785614,4.271429,23.533937,22.35306,24.320377,16.408468,27.872786,15.173849,44.822388,9.594612,10.912161,16.496122,13.931501,4.642218,4.308146,27.735424,15.554159,18.574017,4.100048,17.587736,14.947153,8.5901,7.550816
9/5/03,8.757825,10.20854,14.35409,5.610329,12.227747,25.124113,18.649042,12.876215,11.729902,5.705112,21.725443,27.126503,6.523609,37.936031,24.162703,22.396658,29.486732,14.668149,26.031111,12.174726,20.555307,22.656116,9.854954,13.014862,11.404443,4.956581,13.868106,7.225361,20.06682,9.103988,20.530361,302.471771,18.158236,19.206419,29.607649,20.654051,30.760838,12.719918,12.79287,11.149862,16.652765,15.907813,12.204989,40.907375,13.410417,12.111356,53.94009,7.288455,28.579552,28.951427,14.591309,33.570057,16.516151,11.026947,37.879311,38.380482,36.57465,31.715204,17.704529,27.927353,64,18.212986,0.88148,24.609453,23.548676,9.65,14.173018,15.607272,8.386694,21.602648,44.084553,28.236614,6.170458,15.705817,2.056634,25.106846,21.026222,4.376482,23.728432,22.904833,24.18498,16.586905,28.199387,15.550784,45.986607,9.746238,11.225159,16.827599,14.06944,4.614336,4.281285,27.873281,15.533991,18.592548,4.130086,17.634281,15.134637,8.763935,7.501923
12/5/03,8.687448,10.492348,14.973448,5.757415,12.449017,25.925669,19.023758,13.105132,12.203637,5.749442,22.118444,27.787952,6.675443,39.115978,24.31633,22.510674,29.404787,14.838199,26.105343,12.313727,20.768316,22.742554,9.659517,13.105754,11.468246,4.973454,14.084313,7.267026,20.285141,9.200229,21.085869,305.105377,18.765875,19.497746,30.290707,20.987322,30.444347,12.719918,12.871727,11.161476,16.774412,16.135935,12.294478,41.225975,13.360958,12.143358,54.600681,7.362959,29.463215,29.641855,14.81077,33.983143,16.528997,11.215282,37.758289,38.512115,37.880608,32.134575,17.845753,28.471954,64.199997,18.329233,0.894004,25.299252,23.873695,9.82,14.353851,15.349747,9.281157,21.877438,44.428207,28.775702,6.094415,15.934019,2.065068,25.539919,21.24996,4.439068,24.0501,23.412708,24.286533,16.849298,28.597681,15.700583,46.529896,9.838899,11.685165,17.027378,14.174273,4.495841,4.2974,27.947973,15.706816,18.753145,4.121503,17.711874,15.212758,8.691231,7.572544
13/05/03,8.532617,10.251544,15.776943,5.96754,12.414075,25.848097,18.756105,13.076513,12.190291,5.778996,21.914082,28.003286,6.535827,38.765522,24.416372,22.54422,29.147219,14.754848,26.428499,12.474302,20.890036,23.221928,9.938116,13.242095,11.752153,5.068367,14.390094,7.398595,20.224497,9.1352,21.023277,304.175812,18.420992,19.331276,30.730286,20.794376,30.471863,12.829907,12.810396,11.190512,16.778606,16.075542,12.226753,41.653584,13.438239,12.275949,54.169094,7.499009,29.215248,29.304482,14.73199,33.762051,16.66061,11.591949,37.314541,38.370785,37.369259,32.314327,17.986977,28.428396,64.279999,18.280798,0.899302,24.860941,23.785046,10.15,14.436738,15.37316,9.883366,21.961983,43.855442,28.894045,5.973187,15.715886,1.806802,25.510431,21.161308,4.414481,24.072544,23.425249,23.702639,16.856293,28.49412,15.797229,46.413479,9.939982,11.637744,16.977436,14.130131,4.405227,4.146991,27.873281,15.764911,18.950809,4.070012,17.592903,15.145057,8.602008,7.550816
